Energy_MeV,Elec_Stop,Nuc_Stop,Total_Stop,Range_A,Straggling_Long_A,Straggling_Lat_A
0.0055,7.292,4.736,12.027999999999999,49.97,1.89,1.07
0.006,6.851,4.387,11.238,57.04,2.15,1.17
0.0065,6.462,4.089,10.551,64.55,2.41,1.29
0.007,6.116,3.83,9.946,72.49,2.68,1.41
0.008,5.526,3.404,8.93,89.68,3.64,1.67
0.009,5.155,3.067,8.222000000000001,108.41,4.53,1.96
0.01,4.783,2.794,7.577,128.53,5.38,2.27
